Team;TS%;eFG%;Total S%;ORB%;DRB%;TRB%;AST%;TOV%;STL%;BLK%;PPS;FIC40;ORtg;DRtg;eDiff;Poss;Pace;Season
Atlanta;.525;.473;123.9;36.1;66.6;0.0;0.0;15.2;0.0;0.0;1.2;62.2;105.6;103.6;2.0;0.0;102.5;1978-1979
Philadelphia;.535;.488;124.1;31.4;68.4;0.0;0.0;17.4;0.0;0.0;1.2;66.5;102.0;100.3;1.7;0.0;106.7;1978-1979
Portland;.530;.483;124.7;34.8;69.3;0.0;0.0;16.5;0.0;0.0;1.2;61.3;104.3;103.1;1.2;0.0;103.4;1978-1979
Denver;.530;.481;120.1;35.0;68.1;0.0;0.0;16.3;0.0;0.0;1.2;64.2;104.4;103.2;1.2;0.0;105.9;1978-1979
Houston;.545;.497;128.9;35.2;67.9;0.0;0.0;15.1;0.0;0.0;1.2;67.2;108.7;107.7;1.0;0.0;103.8;1978-1979
Golden State;.521;.487;121.7;31.6;68.7;0.0;0.0;15.3;0.0;0.0;1.2;62.0;102.4;102.0;0.4;0.0;102.2;1978-1979
Indiana;.521;.475;123.4;32.0;66.1;0.0;0.0;15.2;0.0;0.0;1.2;61.3;103.0;104.5;-1.5;0.0;105.3;1978-1979
San Diego;.528;.483;122.6;37.5;65.1;0.0;0.0;15.6;0.0;0.0;1.2;58.0;106.2;107.9;-1.7;0.0;106.3;1978-1979
Detroit;.513;.475;119.2;33.1;64.7;0.0;0.0;15.4;0.0;0.0;1.2;63.1;102.1;104.6;-2.5;0.0;107.2;1978-1979
New York;.520;.487;118.7;32.5;66.5;0.0;0.0;15.9;0.0;0.0;1.2;60.0;102.2;105.4;-3.2;0.0;104.9;1978-1979
Cleveland;.512;.468;123.8;32.2;66.8;0.0;0.0;13.9;0.0;0.0;1.1;56.8;103.7;107.3;-3.6;0.0;102.7;1978-1979
Chicago;.532;.489;123.7;34.0;69.9;0.0;0.0;18.3;0.0;0.0;1.2;59.1;101.3;105.1;-3.8;0.0;102.9;1978-1979
New Jersey;.509;.460;118.9;31.8;65.8;0.0;0.0;17.7;0.0;0.0;1.2;56.5;98.0;101.8;-3.8;0.0;109.5;1978-1979
Boston;.530;.480;126.4;31.3;68.1;0.0;0.0;17.0;0.0;0.0;1.2;57.9;101.6;106.4;-4.8;0.0;106.5;1978-1979
New Orleans;.518;.468;123.5;31.7;64.3;0.0;0.0;17.1;0.0;0.0;1.2;63.4;99.6;105.4;-5.8;0.0;108.6;1978-1979
Portland;.528;.483;124.3;32.0;69.4;0.0;0.0;16.3;0.0;0.0;1.2;63.4;103.1;97.2;5.9;0.0;104.2;1977-1978
Philadelphia;.539;.486;123.8;34.4;66.4;0.0;0.0;16.7;0.0;0.0;1.3;68.3;105.0;100.3;4.7;0.0;108.4;1977-1978
Phoenix;.520;.476;122.7;29.8;68.2;0.0;0.0;16.6;0.0;0.0;1.2;66.6;100.3;97.0;3.3;0.0;111.4;1977-1978
San Antonio;.547;.500;130.4;28.6;65.9;0.0;0.0;16.3;0.0;0.0;1.2;68.9;104.5;101.4;3.1;0.0;109.0;1977-1978
L.A. Lakers;.526;.487;123.9;30.4;66.0;0.0;0.0;15.3;0.0;0.0;1.2;66.0;103.3;100.8;2.5;0.0;106.1;1977-1978
Seattle;.489;.447;115.9;35.9;69.9;0.0;0.0;15.8;0.0;0.0;1.1;57.4;99.2;97.7;1.5;0.0;104.8;1977-1978
Washington;.506;.461;117.1;33.5;70.7;0.0;0.0;15.3;0.0;0.0;1.2;61.8;101.3;100.5;0.8;0.0;108.1;1977-1978
Denver;.531;.477;124.1;31.6;68.3;0.0;0.0;16.8;0.0;0.0;1.2;64.8;102.3;101.5;0.8;0.0;108.5;1977-1978
Cleveland;.496;.454;119.5;29.9;68.8;0.0;0.0;13.8;0.0;0.0;1.1;58.1;99.9;99.4;0.5;0.0;103.5;1977-1978
Golden State;.507;.467;121.2;29.7;68.9;0.0;0.0;15.0;0.0;0.0;1.1;62.0;99.6;99.3;0.3;0.0;106.0;1977-1978
Atlanta;.514;.460;125.3;30.8;67.0;0.0;0.0;16.1;0.0;0.0;1.2;55.7;99.7;99.8;-0.1;0.0;103.3;1977-1978
New York;.528;.488;123.8;31.0;68.2;0.0;0.0;16.7;0.0;0.0;1.2;65.3;101.7;102.2;-0.5;0.0;109.7;1977-1978
Milwaukee;.520;.482;120.8;32.1;66.8;0.0;0.0;15.9;0.0;0.0;1.2;65.2;101.8;102.4;-0.6;0.0;108.7;1977-1978
Chicago;.524;.473;122.7;34.5;70.8;0.0;0.0;17.0;0.0;0.0;1.2;60.4;102.0;102.9;-0.9;0.0;101.5;1977-1978
Detroit;.524;.478;121.4;33.0;67.6;0.0;0.0;17.9;0.0;0.0;1.2;58.4;100.3;101.5;-1.2;0.0;107.7;1977-1978
New Orleans;.505;.462;118.7;32.3;69.5;0.0;0.0;16.2;0.0;0.0;1.1;63.1;98.9;100.6;-1.7;0.0;108.3;1977-1978
Kansas City;.514;.466;125.0;31.0;68.1;0.0;0.0;16.2;0.0;0.0;1.2;59.1;100.5;102.2;-1.7;0.0;108.2;1977-1978
Boston;.505;.458;123.7;32.4;71.4;0.0;0.0;16.1;0.0;0.0;1.1;57.9;99.1;100.9;-1.8;0.0;105.9;1977-1978
Indiana;.500;.450;119.2;33.2;66.0;0.0;0.0;15.6;0.0;0.0;1.1;60.0;99.6;101.9;-2.3;0.0;108.2;1977-1978
Buffalo;.518;.466;124.7;29.5;68.3;0.0;0.0;15.9;0.0;0.0;1.2;56.8;100.3;103.8;-3.5;0.0;104.3;1977-1978
Houston;.499;.458;123.2;34.0;67.0;0.0;0.0;13.9;0.0;0.0;1.1;57.8;102.2;106.1;-3.9;0.0;101.3;1977-1978
New Jersey;.485;.443;116.0;30.4;66.4;0.0;0.0;16.4;0.0;0.0;1.1;55.9;95.0;100.2;-5.2;0.0;110.9;1977-1978
Portland;.530;.481;124.3;33.4;69.3;0.0;0.0;16.9;0.0;0.0;1.2;64.2;103.2;98.0;5.2;0.0;108.0;1976-1977
Denver;.531;.481;121.8;34.2;68.0;0.0;0.0;18.8;0.0;0.0;1.2;65.8;100.7;96.1;4.6;0.0;111.2;1976-1977
Philadelphia;.530;.480;121.6;34.6;66.0;0.0;0.0;18.3;0.0;0.0;1.2;63.3;101.2;97.6;3.6;0.0;108.3;1976-1977
Golden State;.518;.475;123.5;33.0;67.8;0.0;0.0;15.6;0.0;0.0;1.2;65.6;102.4;99.5;2.9;0.0;107.8;1976-1977
L.A. Lakers;.515;.478;121.9;31.0;66.1;0.0;0.0;15.3;0.0;0.0;1.1;63.3;101.4;98.9;2.5;0.0;104.7;1976-1977
Houston;.529;.483;127.0;36.0;70.1;0.0;0.0;16.2;0.0;0.0;1.2;60.1;104.5;102.9;1.6;0.0;101.3;1976-1977
Cleveland;.489;.449;118.5;32.6;68.1;0.0;0.0;13.7;0.0;0.0;1.1;57.2;100.0;98.9;1.1;0.0;101.5;1976-1977
Washington;.510;.470;118.6;31.6;70.3;0.0;0.0;16.5;0.0;0.0;1.2;58.9;99.3;98.4;0.9;0.0;105.9;1976-1977
Kansas City;.509;.460;125.8;30.9;70.3;0.0;0.0;15.4;0.0;0.0;1.1;60.0;100.5;99.6;0.9;0.0;106.4;1976-1977
Chicago;.498;.452;119.9;33.5;71.9;0.0;0.0;16.0;0.0;0.0;1.1;58.5;98.3;97.4;0.9;0.0;100.0;1976-1977
Phoenix;.519;.470;123.4;29.0;67.9;0.0;0.0;18.1;0.0;0.0;1.2;56.1;98.1;97.5;0.6;0.0;106.6;1976-1977
San Antonio;.538;.485;128.2;29.2;65.7;0.0;0.0;16.8;0.0;0.0;1.2;65.6;102.5;102.0;0.5;0.0;111.8;1976-1977
New York;.527;.486;125.0;26.4;69.7;0.0;0.0;16.6;0.0;0.0;1.2;58.2;100.1;100.1;0.0;0.0;108.1;1976-1977
Detroit;.518;.483;121.9;30.7;65.5;0.0;0.0;16.6;0.0;0.0;1.2;60.3;100.3;101.3;-1.0;0.0;108.8;1976-1977
Seattle;.491;.450;114.0;33.8;65.9;0.0;0.0;16.8;0.0;0.0;1.1;54.8;96.7;98.2;-1.5;0.0;106.8;1976-1977
Indiana;.495;.449;119.5;33.7;65.2;0.0;0.0;15.4;0.0;0.0;1.1;62.1;99.3;101.0;-1.7;0.0;107.1;1976-1977
Boston;.491;.445;120.1;31.1;72.8;0.0;0.0;16.1;0.0;0.0;1.1;55.2;96.5;98.3;-1.8;0.0;107.5;1976-1977
New Orleans;.501;.453;122.6;31.0;68.2;0.0;0.0;16.6;0.0;0.0;1.1;55.5;97.0;99.7;-2.7;0.0;107.2;1976-1977
Milwaukee;.508;.468;121.7;31.8;66.6;0.0;0.0;15.8;0.0;0.0;1.1;58.3;100.0;102.9;-2.9;0.0;108.3;1976-1977
Atlanta;.508;.457;120.6;32.9;69.1;0.0;0.0;17.7;0.0;0.0;1.2;53.1;97.8;101.6;-3.8;0.0;104.6;1976-1977
Buffalo;.502;.450;120.5;30.8;67.4;0.0;0.0;16.5;0.0;0.0;1.2;56.7;97.6;101.8;-4.2;0.0;107.3;1976-1977
New York;.478;.429;116.4;28.3;68.9;0.0;0.0;16.5;0.0;0.0;1.1;46.7;92.2;98.7;-6.5;0.0;103.7;1976-1977
Golden State;.504;.462;121.3;33.1;69.3;0.0;0.0;15.3;0.0;0.0;1.1;65.6;100.6;94.5;6.1;0.0;108.3;1975-1976
Cleveland;.490;.454;119.0;29.9;69.5;0.0;0.0;13.5;0.0;0.0;1.1;56.7;99.5;97.0;2.5;0.0;101.6;1975-1976
Washington;.513;.472;119.2;27.5;71.1;0.0;0.0;16.9;0.0;0.0;1.2;57.0;97.5;95.3;2.2;0.0;104.3;1975-1976
Boston;.493;.446;122.7;34.0;74.1;0.0;0.0;15.4;0.0;0.0;1.1;58.5;98.9;96.7;2.2;0.0;106.9;1975-1976
Buffalo;.527;.476;125.0;27.5;69.7;0.0;0.0;17.3;0.0;0.0;1.2;60.0;99.0;98.2;0.8;0.0;108.2;1975-1976
Phoenix;.521;.472;123.3;30.6;69.1;0.0;0.0;18.3;0.0;0.0;1.2;57.9;98.5;97.9;0.6;0.0;105.6;1975-1976
Philadelphia;.494;.447;118.0;33.8;65.2;0.0;0.0;16.4;0.0;0.0;1.1;54.4;98.2;98.0;0.2;0.0;107.5;1975-1976
L.A. Lakers;.511;.465;123.7;28.5;67.5;0.0;0.0;15.8;0.0;0.0;1.1;61.3;98.9;98.8;0.1;0.0;108.0;1975-1976
Seattle;.499;.458;116.9;31.0;66.8;0.0;0.0;15.6;0.0;0.0;1.1;56.9;98.3;98.6;-0.3;0.0;107.7;1975-1976
Houston;.531;.485;127.5;30.0;70.3;0.0;0.0;16.9;0.0;0.0;1.2;61.2;101.1;101.8;-0.7;0.0;104.7;1975-1976
New Orleans;.499;.447;120.6;29.5;70.2;0.0;0.0;16.2;0.0;0.0;1.1;54.3;96.6;97.4;-0.8;0.0;106.7;1975-1976
Detroit;.506;.464;122.4;30.9;67.6;0.0;0.0;16.0;0.0;0.0;1.1;55.2;99.2;100.2;-1.0;0.0;105.2;1975-1976
New York;.499;.456;122.8;26.1;71.8;0.0;0.0;14.3;0.0;0.0;1.1;52.1;98.0;99.2;-1.2;0.0;104.1;1975-1976
Portland;.512;.469;119.2;29.6;71.7;0.0;0.0;18.3;0.0;0.0;1.2;58.8;96.4;97.6;-1.2;0.0;107.7;1975-1976
Milwaukee;.503;.465;120.1;29.6;68.6;0.0;0.0;16.4;0.0;0.0;1.1;55.5;97.3;98.7;-1.4;0.0;103.9;1975-1976
Kansas City;.504;.453;122.0;29.0;69.8;0.0;0.0;16.0;0.0;0.0;1.1;55.7;97.4;100.1;-2.7;0.0;105.7;1975-1976
Chicago;.464;.414;116.6;32.9;74.6;0.0;0.0;14.3;0.0;0.0;1.0;50.7;95.2;98.0;-2.8;0.0;100.3;1975-1976
Atlanta;.499;.450;118.3;31.0;68.2;0.0;0.0;15.6;0.0;0.0;1.1;53.5;98.4;101.2;-2.8;0.0;103.6;1975-1976
Washington;.501;.462;121.4;28.7;70.0;0.0;0.0;15.7;0.0;0.0;1.1;61.1;98.0;91.3;6.7;0.0;106.1;1974-1975
Boston;.502;.458;125.0;33.4;73.6;0.0;0.0;15.8;0.0;0.0;1.1;62.6;100.0;94.7;5.3;0.0;106.1;1974-1975
Golden State;.504;.465;123.3;34.8;70.7;0.0;0.0;16.3;0.0;0.0;1.1;64.6;100.4;97.3;3.1;0.0;107.6;1974-1975
Chicago;.499;.447;122.4;29.5;73.4;0.0;0.0;15.5;0.0;0.0;1.1;55.6;97.4;94.4;3.0;0.0;99.7;1974-1975
Buffalo;.523;.476;125.6;29.7;67.9;0.0;0.0;16.8;0.0;0.0;1.2;62.3;99.8;97.8;2.0;0.0;107.7;1974-1975
Houston;.524;.477;127.6;33.1;70.7;0.0;0.0;17.8;0.0;0.0;1.2;59.1;100.4;99.4;1.0;0.0;102.9;1974-1975
Portland;.525;.480;122.2;29.0;69.6;0.0;0.0;18.4;0.0;0.0;1.2;59.8;98.1;97.7;0.4;0.0;104.7;1974-1975
Milwaukee;.507;.468;124.4;27.9;70.6;0.0;0.0;15.9;0.0;0.0;1.1;56.4;98.0;97.8;0.2;0.0;102.1;1974-1975
Kansas City;.505;.449;126.9;26.1;72.1;0.0;0.0;15.8;0.0;0.0;1.1;55.7;96.8;97.1;-0.3;0.0;104.4;1974-1975
Cleveland;.498;.462;120.5;28.2;67.0;0.0;0.0;15.2;0.0;0.0;1.1;53.5;97.6;98.0;-0.4;0.0;100.4;1974-1975
Seattle;.496;.456;120.4;29.3;66.7;0.0;0.0;15.9;0.0;0.0;1.1;57.0;96.7;97.7;-1.0;0.0;105.5;1974-1975
New York;.494;.450;122.2;25.6;71.3;0.0;0.0;14.2;0.0;0.0;1.1;51.9;97.1;98.3;-1.2;0.0;103.1;1974-1975
Atlanta;.485;.438;116.5;33.6;69.4;0.0;0.0;14.8;0.0;0.0;1.1;56.4;98.3;99.5;-1.2;0.0;106.3;1974-1975
Detroit;.512;.466;124.3;28.2;69.5;0.0;0.0;16.4;0.0;0.0;1.2;55.4;98.3;99.7;-1.4;0.0;100.5;1974-1975
Phoenix;.489;.447;118.4;34.5;70.7;0.0;0.0;17.2;0.0;0.0;1.1;53.1;96.4;98.6;-2.2;0.0;104.3;1974-1975
Philadelphia;.488;.445;119.4;30.4;69.9;0.0;0.0;16.0;0.0;0.0;1.1;50.6;95.8;98.8;-3.0;0.0;103.4;1974-1975
L.A. Lakers;.495;.450;120.2;31.9;66.0;0.0;0.0;17.3;0.0;0.0;1.1;58.3;96.1;99.9;-3.8;0.0;106.4;1974-1975
New Orleans;.489;.440;120.4;28.1;68.7;0.0;0.0;17.5;0.0;0.0;1.1;49.0;92.5;99.7;-7.2;0.0;109.4;1974-1975
Milwaukee;.527;.492;125.5;31.3;69.4;0.0;0.0;16.9;0.0;0.0;1.2;66.7;101.2;93.6;7.6;0.0;105.4;1973-1974
Detroit;.505;.459;122.4;31.3;69.6;0.0;0.0;17.2;0.0;0.0;1.1;58.3;97.6;93.8;3.8;0.0;106.5;1973-1974
Boston;.503;.456;125.5;34.6;73.1;0.0;0.0;16.8;0.0;0.0;1.1;62.5;98.6;95.1;3.5;0.0;110.0;1973-1974
Chicago;.498;.446;121.7;29.5;69.7;0.0;0.0;16.8;0.0;0.0;1.1;54.5;96.7;93.6;3.1;0.0;105.0;1973-1974
New York;.504;.465;124.2;25.6;72.3;0.0;0.0;15.1;0.0;0.0;1.1;54.7;97.4;94.7;2.7;0.0;103.5;1973-1974
Golden State;.506;.464;124.1;33.8;71.2;0.0;0.0;15.8;0.0;0.0;1.1;64.8;100.8;98.4;2.4;0.0;108.9;1973-1974
Washington;.480;.441;118.7;30.6;70.5;0.0;0.0;15.3;0.0;0.0;1.1;57.4;95.6;94.2;1.4;0.0;106.3;1973-1974
L.A. Lakers;.504;.453;122.2;32.9;66.1;0.0;0.0;17.7;0.0;0.0;1.1;65.5;97.4;96.6;0.8;0.0;111.7;1973-1974
Buffalo;.524;.480;124.5;29.6;69.0;0.0;0.0;17.3;0.0;0.0;1.2;66.1;99.3;99.4;-0.1;0.0;111.6;1973-1974
Houston;.528;.480;129.2;28.9;69.0;0.0;0.0;16.8;0.0;0.0;1.2;61.3;100.3;100.5;-0.2;0.0;106.1;1973-1974
Atlanta;.510;.465;121.7;31.0;70.4;0.0;0.0;17.3;0.0;0.0;1.2;58.2;97.7;99.0;-1.3;0.0;110.8;1973-1974
Seattle;.489;.445;121.1;31.1;69.8;0.0;0.0;15.3;0.0;0.0;1.1;58.0;96.8;99.1;-2.3;0.0;110.2;1973-1974
Phoenix;.508;.460;123.7;28.2;69.1;0.0;0.0;16.1;0.0;0.0;1.1;57.0;98.1;101.3;-3.2;0.0;109.6;1973-1974
Kansas City;.506;.459;123.3;29.6;67.9;0.0;0.0;17.8;0.0;0.0;1.1;53.5;96.0;99.5;-3.5;0.0;106.1;1973-1974
Cleveland;.480;.439;121.2;31.3;68.7;0.0;0.0;15.3;0.0;0.0;1.1;53.6;96.0;100.1;-4.1;0.0;104.1;1973-1974
Portland;.509;.467;122.0;31.9;68.5;0.0;0.0;17.5;0.0;0.0;1.1;58.8;98.2;102.6;-4.4;0.0;108.5;1973-1974
Philadelphia;.480;.432;120.3;27.6;66.7;0.0;0.0;16.2;0.0;0.0;1.1;50.7;93.1;99.0;-5.9;0.0;108.3;1973-1974
