Team;Dbl Dbl;Tpl Dbl;40 Pts;20 Reb;20 Ast;5 Stl;5 Blk;High Game;MOV;Techs;HOB;Ast/TO;Stl/TO;FT/FGA;W's;L's;Win %;Season
Miami;90;3;1;2;0;6;4;128;-9.7;0;1.578;1.3;0.5;.190;18;64;.220;1989-1990
Minnesota;84;4;2;1;0;13;4;125;-4.2;0;1.601;1.7;0.7;.232;22;60;.268;1989-1990
Indiana;78;2;3;0;0;2;7;144;0.2;0;1.598;1.6;0.4;.280;42;40;.512;1989-1990
New Jersey;77;4;0;4;0;8;5;128;-7.9;0;1.467;1.1;0.6;.237;17;65;.207;1989-1990
Charlotte;75;3;0;1;0;11;0;130;-7.8;0;1.636;1.7;0.7;.207;19;63;.232;1989-1990
Milwaukee;72;3;1;0;0;16;2;155;-0.8;0;1.605;1.6;0.6;.241;44;38;.537;1989-1990
Sacramento;68;3;2;0;0;2;4;136;-5.1;0;1.621;1.7;0.5;.215;23;59;.280;1989-1990
Seattle;64;2;2;2;0;3;0;154;1.0;0;1.541;1.4;0.5;.222;41;41;.500;1989-1990
Washington;64;11;4;0;0;7;9;143;-2.2;0;1.615;1.9;0.5;.211;31;51;.378;1989-1990
Golden State;63;9;1;0;0;12;20;150;-3.1;0;1.567;1.4;0.5;.321;37;45;.451;1989-1990
Utah;154;26;6;3;5;21;27;134;5.0;0;1.662;1.4;0.5;.320;51;31;.622;1988-1989
Phoenix;146;6;5;1;2;8;11;154;7.7;0;1.607;1.8;0.6;.272;55;27;.671;1988-1989
Houston;134;26;2;7;0;15;24;144;1.0;0;1.591;1.3;0.5;.265;45;37;.549;1988-1989
New York;132;23;3;1;0;9;27;141;3.8;0;1.563;1.3;0.6;.234;52;30;.634;1988-1989
Philadelphia;130;10;3;4;0;6;5;139;1.5;0;1.603;1.8;0.6;.274;46;36;.561;1988-1989
Portland;123;15;7;1;0;19;3;147;1.5;0;1.599;1.6;0.6;.230;39;43;.476;1988-1989
Boston;121;1;1;6;0;6;2;133;1.2;0;1.622;1.7;0.5;.258;42;40;.512;1988-1989
L.A. Lakers;116;19;1;0;3;5;4;148;7.2;0;1.637;1.7;0.5;.282;57;25;.695;1988-1989
Sacramento;111;4;1;1;0;4;2;143;-5.5;0;1.586;1.5;0.5;.220;27;55;.329;1988-1989
Atlanta;111;6;2;5;0;16;6;137;4.9;0;1.583;1.6;0.6;.300;52;30;.634;1988-1989
L.A. Clippers;110;10;0;3;2;10;13;138;-9.9;0;1.621;1.3;0.5;.216;21;61;.256;1988-1989
Chicago;109;21;15;0;0;19;1;130;1.4;0;1.642;1.7;0.6;.238;47;35;.573;1988-1989
Cleveland;107;2;0;0;0;12;10;142;7.6;0;1.652;1.8;0.6;.264;57;25;.695;1988-1989
Dallas;104;9;1;4;0;6;8;131;-1.2;0;1.576;1.5;0.5;.258;38;44;.463;1988-1989
Detroit;104;2;1;4;0;3;3;132;5.8;0;1.597;1.5;0.4;.266;63;19;.768;1988-1989
Denver;96;21;4;0;1;18;15;146;1.7;0;1.598;1.9;0.7;.224;44;38;.537;1988-1989
New Jersey;96;6;0;0;0;14;4;133;-6.4;0;1.538;1.3;0.5;.229;26;56;.317;1988-1989
Indiana;90;4;3;2;0;3;3;131;-4.2;0;1.594;1.3;0.4;.258;28;54;.341;1988-1989
San Antonio;84;8;0;0;0;31;3;130;-7.3;0;1.587;1.2;0.6;.223;21;61;.256;1988-1989
Milwaukee;79;2;0;1;0;9;2;132;3.6;0;1.609;1.6;0.6;.273;49;33;.598;1988-1989
Seattle;79;8;3;1;0;10;13;154;2.9;0;1.584;1.5;0.6;.237;47;35;.573;1988-1989
Miami;73;4;0;0;0;13;5;131;-11.2;0;1.608;1.2;0.4;.208;15;67;.183;1988-1989
Golden State;66;3;4;0;0;17;32;155;-0.3;0;1.539;1.4;0.6;.239;43;39;.524;1988-1989
Washington;55;5;1;0;0;13;5;130;-2.2;0;1.582;1.6;0.5;.236;40;42;.488;1988-1989
Charlotte;41;1;3;3;0;4;0;127;-8.5;0;1.678;1.8;0.5;.213;20;62;.244;1988-1989
Utah;163;16;4;4;7;20;31;129;3.7;0;1.691;1.6;0.5;.254;47;35;.573;1987-1988
Sacramento;128;7;0;0;0;5;6;134;-5.8;0;1.612;1.5;0.4;.245;24;58;.293;1987-1988
Philadelphia;127;13;7;6;0;15;8;134;-1.4;0;1.590;1.4;0.5;.308;36;46;.439;1987-1988
Portland;121;7;7;1;0;20;2;148;4.5;0;1.630;1.7;0.5;.279;53;29;.646;1987-1988
Detroit;120;0;3;1;0;1;2;144;5.2;0;1.581;1.5;0.4;.282;54;28;.659;1987-1988
Houston;119;19;0;6;0;14;13;134;1.4;0;1.559;1.4;0.5;.263;46;36;.561;1987-1988
Boston;116;4;11;1;0;6;1;143;5.9;0;1.680;1.9;0.5;.267;57;25;.695;1987-1988
Dallas;116;4;0;7;0;8;1;135;4.4;0;1.581;1.6;0.5;.275;53;29;.646;1987-1988
L.A. Lakers;110;15;0;0;1;12;0;147;5.8;0;1.656;1.8;0.5;.276;62;20;.756;1987-1988
New Jersey;107;3;0;5;0;9;1;118;-8.1;0;1.560;1.2;0.5;.245;19;63;.232;1987-1988
Chicago;104;5;18;6;0;16;4;132;3.4;0;1.626;1.7;0.6;.240;50;32;.610;1987-1988
San Antonio;101;12;1;1;0;20;5;142;-4.9;0;1.632;1.7;0.5;.234;31;51;.378;1987-1988
Denver;101;16;1;2;0;21;6;156;4.1;0;1.608;2.0;0.7;.231;54;28;.659;1987-1988
L.A. Clippers;99;14;0;9;0;6;20;123;-10.3;0;1.591;1.3;0.5;.229;17;65;.207;1987-1988
New York;95;17;2;1;0;12;14;136;-0.5;0;1.598;1.3;0.5;.242;38;44;.463;1987-1988
Atlanta;94;9;15;0;0;7;10;143;3.6;0;1.599;1.7;0.5;.264;50;32;.610;1987-1988
Phoenix;93;9;2;0;0;4;9;128;-4.5;0;1.657;1.7;0.5;.230;28;54;.341;1987-1988
Milwaukee;89;2;0;0;0;5;1;132;0.5;0;1.652;1.8;0.5;.259;42;40;.512;1987-1988
Indiana;80;4;0;0;0;1;5;133;-0.8;0;1.575;1.5;0.5;.216;38;44;.463;1987-1988
Cleveland;80;6;1;0;0;9;11;128;0.8;0;1.625;1.5;0.5;.268;42;40;.512;1987-1988
Washington;79;1;1;0;0;4;17;139;-0.8;0;1.559;1.4;0.5;.267;38;44;.463;1987-1988
Golden State;69;3;1;0;0;7;3;130;-8.3;0;1.579;1.5;0.5;.237;20;62;.244;1987-1988
Seattle;57;4;8;0;0;8;4;151;2.1;0;1.606;1.6;0.6;.245;44;38;.537;1987-1988
Boston;157;9;6;3;0;7;6;135;6.6;0;1.662;1.9;0.4;.247;59;23;.720;1986-1987
Philadelphia;131;21;2;13;0;20;12;129;-0.2;0;1.583;1.3;0.5;.290;45;37;.549;1986-1987
Detroit;123;8;1;4;0;7;5;131;3.4;0;1.570;1.4;0.5;.275;52;30;.634;1986-1987
Atlanta;122;8;9;3;0;9;9;136;7.2;0;1.605;1.7;0.6;.283;57;25;.695;1986-1987
Sacramento;120;1;0;0;0;3;3;138;-3.2;0;1.620;1.6;0.4;.266;29;53;.354;1986-1987
Utah;119;11;0;1;1;13;29;144;0.4;0;1.643;1.6;0.6;.231;44;38;.537;1986-1987
Houston;119;20;1;4;0;10;20;138;1.0;0;1.643;1.6;0.5;.240;42;40;.512;1986-1987
Portland;116;11;3;3;0;17;1;145;3.1;0;1.646;1.5;0.5;.313;49;33;.598;1986-1987
L.A. Lakers;111;13;3;0;1;5;2;155;9.3;0;1.649;1.8;0.5;.278;65;17;.793;1986-1987
L.A. Clippers;108;7;0;2;0;7;9;123;-11.4;0;1.595;1.4;0.5;.254;12;70;.146;1986-1987
Dallas;107;12;4;6;0;12;9;147;6.3;0;1.561;1.7;0.6;.291;55;27;.671;1986-1987
New Jersey;106;1;0;4;0;4;0;147;-5.0;0;1.590;1.2;0.4;.283;24;58;.293;1986-1987
Chicago;104;4;37;5;0;15;4;128;0.9;0;1.635;1.7;0.6;.245;40;42;.488;1986-1987
Golden State;104;5;2;3;0;7;0;150;-2.3;0;1.587;1.5;0.5;.266;42;40;.512;1986-1987
San Antonio;101;6;0;3;0;29;1;134;-5.1;0;1.629;1.6;0.6;.228;28;54;.341;1986-1987
Seattle;98;7;6;2;2;11;11;138;0.5;0;1.608;1.5;0.5;.261;39;43;.476;1986-1987
Milwaukee;97;7;0;2;0;16;2;135;3.9;0;1.591;1.6;0.7;.268;50;32;.610;1986-1987
Cleveland;95;6;1;0;0;16;9;129;-3.8;0;1.571;1.2;0.4;.250;31;51;.378;1986-1987
Denver;89;21;6;0;0;13;1;142;-0.9;0;1.619;1.9;0.6;.248;37;45;.451;1986-1987
Washington;88;2;3;5;0;7;36;142;-1.4;0;1.521;1.4;0.6;.262;42;40;.512;1986-1987
Indiana;85;2;3;0;0;4;0;144;-0.6;0;1.628;1.7;0.6;.232;41;41;.500;1986-1987
New York;80;4;3;0;0;5;10;135;-6.3;0;1.583;1.4;0.5;.246;24;58;.293;1986-1987
Phoenix;75;3;1;2;0;5;3;136;-2.4;0;1.658;1.6;0.5;.264;36;46;.439;1986-1987
Philadelphia;159;19;1;9;0;20;5;153;2.4;0;1.587;1.3;0.6;.302;54;28;.659;1985-1986
Houston;152;22;1;7;0;13;23;148;2.6;0;1.615;1.7;0.6;.232;51;31;.622;1985-1986
Detroit;131;4;1;6;0;8;0;134;1.2;0;1.618;1.8;0.6;.232;46;36;.561;1985-1986
Boston;128;14;6;1;0;8;7;137;9.4;0;1.639;1.8;0.5;.244;67;15;.817;1985-1986
San Antonio;117;14;3;1;0;35;4;142;-1.9;0;1.629;1.4;0.5;.265;35;47;.427;1985-1986
New Jersey;116;7;1;6;0;19;2;147;-2.0;0;1.600;1.4;0.5;.248;39;43;.476;1985-1986
L.A. Clippers;110;14;0;0;0;4;19;132;-6.9;0;1.581;1.3;0.5;.288;32;50;.390;1985-1986
Portland;106;10;1;0;0;19;7;156;1.1;0;1.604;1.4;0.6;.294;40;42;.488;1985-1986
Golden State;105;2;2;2;0;4;3;150;-3.5;0;1.553;1.5;0.5;.253;30;52;.366;1985-1986
Indiana;104;3;1;0;0;3;6;138;-3.3;0;1.627;1.5;0.4;.226;26;56;.317;1985-1986
Atlanta;102;4;7;3;1;12;7;131;2.4;0;1.587;1.4;0.5;.282;50;32;.610;1985-1986
L.A. Lakers;101;3;3;0;3;1;6;144;7.7;0;1.633;1.7;0.5;.247;62;20;.756;1985-1986
Washington;99;6;2;1;0;3;48;135;-1.8;0;1.528;1.3;0.5;.238;39;43;.476;1985-1986
Utah;98;14;5;0;0;13;43;146;-0.4;0;1.637;1.5;0.5;.273;42;40;.512;1985-1986
Sacramento;96;3;0;1;0;3;4;132;-3.1;0;1.651;1.5;0.4;.252;37;45;.451;1985-1986
Milwaukee;86;5;0;0;0;9;7;140;9.0;0;1.599;1.6;0.6;.282;57;25;.695;1985-1986
Chicago;85;2;2;3;0;3;9;135;-3.8;0;1.577;1.4;0.4;.266;30;52;.366;1985-1986
Cleveland;81;5;1;0;0;3;2;135;-2.9;0;1.594;1.5;0.5;.242;29;53;.354;1985-1986
Seattle;80;0;0;0;0;4;0;131;-0.1;0;1.593;1.4;0.5;.257;31;51;.378;1985-1986
Dallas;79;3;5;3;0;9;4;139;1.1;0;1.581;1.7;0.5;.283;44;38;.537;1985-1986
Denver;70;5;8;0;0;11;11;142;1.3;0;1.577;1.6;0.6;.245;47;35;.573;1985-1986
Phoenix;69;6;2;0;0;4;6;138;-3.0;0;1.645;1.3;0.4;.279;32;50;.390;1985-1986
New York;64;3;0;2;0;6;1;121;-5.6;0;1.579;1.3;0.5;.218;23;59;.280;1985-1986
Detroit;128;0;1;6;8;0;0;148;2.5;0;.000;1.7;0.5;.223;46;36;.561;1984-1985
Philadelphia;114;3;2;7;0;0;4;137;4.1;0;.000;1.3;0.5;.331;58;24;.707;1984-1985
New Jersey;101;0;1;4;0;0;0;131;0.2;0;.000;1.6;0.6;.219;42;40;.512;1984-1985
Houston;98;0;4;5;0;0;0;141;1.7;0;.000;1.4;0.4;.213;48;34;.585;1984-1985
Boston;97;5;11;1;0;0;1;142;6.7;0;.000;1.7;0.5;.254;63;19;.768;1984-1985
L.A. Lakers;97;7;2;0;2;0;0;148;7.4;0;.000;1.7;0.5;.235;62;20;.756;1984-1985
San Antonio;89;2;4;3;0;0;0;142;0.9;0;.000;1.5;0.5;.272;41;41;.500;1984-1985
Kansas City;87;1;1;0;0;0;0;142;-2.7;0;.000;1.5;0.4;.278;31;51;.378;1984-1985
Washington;82;1;1;1;0;0;1;130;-0.3;0;.000;1.6;0.6;.200;40;42;.488;1984-1985
Seattle;78;1;0;2;1;0;0;133;-5.4;0;.000;1.5;0.4;.257;31;51;.378;1984-1985
L.A. Clippers;76;0;1;0;2;0;0;136;-4.5;0;.000;1.2;0.3;.235;31;51;.378;1984-1985
Atlanta;72;0;4;0;0;0;0;129;-1.5;0;.000;1.4;0.5;.250;34;48;.415;1984-1985
Utah;72;1;7;2;0;0;2;145;-0.1;0;.000;1.4;0.5;.257;41;41;.500;1984-1985
Cleveland;71;1;1;0;0;0;0;135;-2.8;0;.000;1.5;0.4;.254;36;46;.439;1984-1985
Portland;68;1;2;2;0;0;0;145;3.4;0;.000;1.5;0.6;.271;42;40;.512;1984-1985
Phoenix;66;3;2;0;0;0;1;139;-2.1;0;.000;1.5;0.5;.246;36;46;.439;1984-1985
Indiana;66;0;0;2;0;0;0;137;-6.2;0;.000;1.2;0.4;.255;22;60;.268;1984-1985
Denver;63;0;5;0;0;0;0;147;2.4;0;.000;1.6;0.6;.253;52;30;.634;1984-1985
Golden State;60;0;8;2;0;0;0;145;-7.3;0;.000;1.2;0.6;.257;22;60;.268;1984-1985
New York;59;1;13;0;0;0;0;137;-4.6;0;.000;1.4;0.5;.240;24;58;.293;1984-1985
Milwaukee;59;2;0;1;0;0;0;140;6.9;0;.000;1.6;0.5;.258;59;23;.720;1984-1985
Dallas;50;0;5;0;0;0;0;149;2.2;0;.000;1.8;0.5;.253;44;38;.537;1984-1985
Chicago;49;3;7;0;1;0;0;140;-0.8;0;.000;1.4;0.4;.287;38;44;.463;1984-1985
Detroit;111;0;4;4;1;0;0;186;0.0;0;.000;1.7;0.5;.250;49;33;.598;1983-1984
San Diego;107;0;0;0;0;0;0;146;0.0;0;.000;1.3;0.4;.244;30;52;.366;1983-1984
San Antonio;103;1;11;3;3;0;0;157;0.0;0;.000;1.6;0.5;.255;37;45;.451;1983-1984
Philadelphia;100;6;2;4;0;1;17;133;0.0;0;.000;1.2;0.5;.299;52;30;.634;1983-1984
Boston;88;5;1;1;0;0;0;140;0.0;0;.000;1.5;0.5;.264;62;20;.756;1983-1984
Seattle;87;1;0;3;1;0;0;135;0.0;0;.000;1.6;0.5;.271;42;40;.512;1983-1984
New Jersey;85;0;0;2;1;0;1;141;0.0;0;.000;1.3;0.5;.240;45;37;.549;1983-1984
L.A. Lakers;84;10;0;0;3;0;0;147;0.0;0;.000;1.6;0.5;.236;54;28;.659;1983-1984
Houston;79;1;1;2;0;0;0;140;0.0;0;.000;1.4;0.4;.210;29;53;.354;1983-1984
Washington;75;2;0;1;0;0;0;136;0.0;0;.000;1.5;0.4;.241;35;47;.427;1983-1984
Portland;68;1;1;0;0;0;0;156;0.0;0;.000;1.4;0.5;.277;48;34;.585;1983-1984
Chicago;66;0;1;2;2;0;2;156;0.0;0;.000;1.3;0.4;.268;27;55;.329;1983-1984
Atlanta;64;1;0;2;0;0;2;132;0.0;0;.000;1.4;0.5;.270;40;42;.488;1983-1984
Indiana;60;0;2;0;0;1;0;134;0.0;0;.000;1.4;0.5;.228;26;56;.317;1983-1984
Phoenix;57;0;3;1;0;0;0;146;0.0;0;.000;1.5;0.5;.232;41;41;.500;1983-1984
New York;57;1;8;0;0;0;0;140;0.0;0;.000;1.3;0.5;.284;47;35;.573;1983-1984
Kansas City;55;0;1;2;0;0;0;142;0.0;0;.000;1.5;0.5;.268;38;44;.463;1983-1984
Dallas;54;0;8;0;0;1;1;133;0.0;0;.000;1.7;0.4;.245;43;39;.524;1983-1984
Cleveland;54;0;1;2;0;0;1;137;0.0;0;.000;1.4;0.5;.224;28;54;.341;1983-1984
Utah;53;0;12;0;1;0;0;143;0.0;0;.000;1.5;0.5;.292;45;37;.549;1983-1984
Golden State;50;0;5;0;0;0;0;154;0.0;0;.000;1.2;0.5;.254;37;45;.451;1983-1984
Denver;42;1;11;0;0;0;0;184;0.0;0;.000;1.8;0.5;.276;38;44;.463;1983-1984
Milwaukee;40;3;1;1;0;0;0;139;0.0;0;.000;1.5;0.5;.250;50;32;.610;1983-1984
Philadelphia;104;6;3;14;1;0;6;145;0.0;0;.000;1.2;0.5;.273;65;17;.793;1982-1983
San Antonio;100;1;11;4;0;0;1;147;0.0;0;.000;1.5;0.4;.257;53;29;.646;1982-1983
Boston;94;4;1;3;0;0;1;145;0.0;0;.000;1.4;0.5;.229;56;26;.683;1982-1983
Washington;85;1;0;0;0;0;1;143;0.0;0;.000;1.3;0.5;.206;42;40;.512;1982-1983
Seattle;82;0;0;3;0;0;0;147;0.0;0;.000;1.5;0.4;.247;48;34;.585;1982-1983
Detroit;82;1;5;4;0;0;1;152;0.0;0;.000;1.4;0.4;.253;37;45;.451;1982-1983
Utah;78;1;4;1;0;0;1;136;0.0;0;.000;1.3;0.5;.251;30;52;.366;1982-1983
Phoenix;77;2;0;1;0;0;1;126;0.0;0;.000;1.5;0.5;.227;53;29;.646;1982-1983
L.A. Lakers;76;14;0;0;4;0;0;143;0.0;0;.000;1.6;0.5;.199;58;24;.707;1982-1983
San Diego;75;1;0;3;0;0;1;130;0.0;0;.000;1.3;0.5;.208;25;57;.305;1982-1983
New Jersey;75;1;0;4;0;0;1;124;0.0;0;.000;1.1;0.5;.227;49;33;.598;1982-1983
Atlanta;73;1;0;2;0;0;2;138;0.0;0;.000;1.4;0.4;.222;43;39;.524;1982-1983
Portland;71;1;0;1;0;0;0;138;0.0;0;.000;1.4;0.5;.260;46;36;.561;1982-1983
Indiana;69;0;4;2;0;0;1;150;0.0;0;.000;1.4;0.5;.187;20;62;.244;1982-1983
Chicago;65;0;5;3;0;0;0;147;0.0;0;.000;1.2;0.4;.269;28;54;.341;1982-1983
Golden State;64;1;5;1;0;0;1;136;0.0;0;.000;1.2;0.5;.216;30;52;.366;1982-1983
Kansas City;63;1;1;0;0;0;0;146;0.0;0;.000;1.3;0.5;.246;45;37;.549;1982-1983
Cleveland;63;0;1;4;0;0;0;132;0.0;0;.000;1.1;0.4;.204;23;59;.280;1982-1983
Dallas;60;0;2;1;0;0;0;149;0.0;0;.000;1.7;0.4;.245;38;44;.463;1982-1983
Houston;57;0;1;0;1;0;0;135;0.0;0;.000;1.2;0.4;.188;14;68;.171;1982-1983
Denver;57;1;7;3;0;0;0;155;0.0;0;.000;1.6;0.5;.272;45;37;.549;1982-1983
New York;38;0;2;1;0;0;0;124;0.0;0;.000;1.3;0.5;.239;44;38;.537;1982-1983
Milwaukee;35;1;1;0;0;0;0;130;0.0;0;.000;1.5;0.5;.243;51;31;.622;1982-1983
Philadelphia;74;3;1;0;0;0;14;142;0.0;0;.000;1.5;0.6;.265;58;24;.707;1981-1982
Boston;37;5;1;2;0;0;5;145;0.0;0;.000;1.5;0.4;.248;63;19;.768;1981-1982
Chicago;35;2;0;2;0;0;3;140;0.0;0;.000;1.2;0.4;.290;34;48;.415;1981-1982
Washington;32;0;0;1;0;0;0;129;0.0;0;.000;1.4;0.5;.227;43;39;.524;1981-1982
New York;31;2;0;2;0;0;0;139;0.0;0;.000;1.4;0.5;.223;33;49;.402;1981-1982
New Jersey;25;0;1;0;0;0;0;147;0.0;0;.000;1.3;0.6;.237;44;38;.537;1981-1982
Atlanta;23;3;0;0;0;1;3;127;0.0;0;.000;1.4;0.5;.271;42;40;.512;1981-1982
Milwaukee;19;0;2;0;0;3;4;166;0.0;0;.000;1.4;0.5;.250;55;27;.671;1981-1982
Cleveland;17;0;0;0;0;0;0;127;0.0;0;.000;1.4;0.5;.222;15;67;.183;1981-1982
Indiana;16;1;0;0;0;2;3;132;0.0;0;.000;1.4;0.5;.225;35;47;.427;1981-1982
L.A. Lakers;13;4;2;0;0;0;2;153;0.0;0;.000;1.6;0.6;.204;57;25;.695;1981-1982
San Diego;12;0;0;0;0;0;0;138;0.0;0;.000;1.2;0.4;.238;17;65;.207;1981-1982
Denver;11;1;2;0;0;0;0;154;0.0;0;.000;1.5;0.5;.310;46;36;.561;1981-1982
Portland;11;0;0;0;0;0;0;136;0.0;0;.000;1.5;0.5;.239;42;40;.512;1981-1982
Seattle;10;0;3;0;0;0;0;144;0.0;0;.000;1.6;0.5;.243;52;30;.634;1981-1982
Detroit;9;0;2;0;0;0;1;132;0.0;0;.000;1.2;0.5;.262;39;43;.476;1981-1982
Utah;9;0;13;1;0;0;0;151;0.0;0;.000;1.3;0.5;.230;25;57;.305;1981-1982
San Antonio;8;0;21;0;0;0;1;171;0.0;0;.000;1.7;0.5;.238;48;34;.585;1981-1982
Houston;8;0;12;1;0;0;0;129;0.0;0;.000;1.5;0.5;.220;46;36;.561;1981-1982
Phoenix;7;0;0;0;0;0;0;137;0.0;0;.000;1.5;0.5;.229;46;36;.561;1981-1982
Kansas City;6;0;0;0;0;0;0;129;0.0;0;.000;1.4;0.5;.213;30;52;.366;1981-1982
Dallas;4;0;3;0;0;0;0;133;0.0;0;.000;1.6;0.4;.241;28;54;.341;1981-1982
Golden State;2;0;2;1;0;0;0;152;0.0;0;.000;1.3;0.5;.233;45;37;.549;1981-1982
Boston;7;0;1;0;0;0;1;136;0.0;0;.000;1.4;0.4;.251;62;20;.756;1980-1981
Utah;7;0;10;0;0;0;0;144;0.0;0;.000;1.4;0.4;.234;28;54;.341;1980-1981
L.A. Lakers;4;1;3;0;0;1;0;146;0.0;0;.000;1.5;0.5;.209;54;28;.659;1980-1981
San Diego;3;0;1;1;0;0;0;140;0.0;0;.000;1.5;0.5;.227;36;46;.439;1980-1981
Atlanta;3;0;2;0;0;0;0;132;0.0;0;.000;1.2;0.5;.293;31;51;.378;1980-1981
Washington;3;0;0;0;0;0;0;138;0.0;0;.000;1.5;0.5;.199;39;43;.476;1980-1981
New Jersey;2;0;1;0;0;0;0;140;0.0;0;.000;1.2;0.5;.243;24;58;.293;1980-1981
Cleveland;2;0;2;1;0;0;0;132;0.0;0;.000;1.4;0.5;.195;28;54;.341;1980-1981
Seattle;2;0;0;0;0;0;0;143;0.0;0;.000;1.3;0.4;.254;34;48;.415;1980-1981
Houston;2;0;8;0;0;0;0;139;0.0;0;.000;1.4;0.5;.233;40;42;.488;1980-1981
Chicago;1;1;0;0;0;1;0;134;0.0;0;.000;1.2;0.4;.288;45;37;.549;1980-1981
San Antonio;1;0;3;0;0;0;0;147;0.0;0;.000;1.3;0.4;.282;52;30;.634;1980-1981
Detroit;1;0;1;0;0;0;0;123;0.0;0;.000;1.0;0.5;.242;21;61;.256;1980-1981
Phoenix;1;0;1;0;0;0;0;133;0.0;0;.000;1.3;0.5;.247;57;25;.695;1980-1981
Philadelphia;1;1;1;0;0;1;0;138;0.0;0;.000;1.4;0.5;.264;62;20;.756;1980-1981
Portland;0;0;1;0;0;0;0;144;0.0;0;.000;1.5;0.5;.209;45;37;.549;1980-1981
New York;0;0;1;0;0;0;0;149;0.0;0;.000;1.4;0.6;.246;50;32;.610;1980-1981
Milwaukee;0;0;1;0;0;0;0;137;0.0;0;.000;1.5;0.5;.241;60;22;.732;1980-1981
Dallas;0;0;0;0;0;0;0;132;0.0;0;.000;1.4;0.4;.270;15;67;.183;1980-1981
Kansas City;0;0;2;0;0;0;0;136;0.0;0;.000;1.6;0.5;.220;40;42;.488;1980-1981
Indiana;0;0;1;0;0;0;0;129;0.0;0;.000;1.4;0.6;.251;44;38;.537;1980-1981
Golden State;0;0;4;0;0;0;0;139;0.0;0;.000;1.3;0.4;.251;39;43;.476;1980-1981
Denver;0;0;5;0;0;0;0;162;0.0;0;.000;1.4;0.5;.300;37;45;.451;1980-1981
New Jersey;0;0;4;0;0;0;0;140;0.0;0;.000;1.2;0.5;.251;34;48;.415;1979-1980
New York;0;0;0;0;0;0;0;138;0.0;0;.000;1.4;0.5;.221;39;43;.476;1979-1980
Phoenix;0;0;2;0;0;0;0;142;0.0;0;.000;1.4;0.6;.263;55;27;.671;1979-1980
Portland;0;0;0;0;0;0;0;142;0.0;0;.000;1.2;0.5;.218;38;44;.463;1979-1980
San Antonio;0;0;19;0;0;0;0;148;0.0;0;.000;1.5;0.5;.262;41;41;.500;1979-1980
Seattle;0;0;1;0;0;0;0;136;0.0;0;.000;1.4;0.5;.229;56;26;.683;1979-1980
Utah;0;0;4;0;0;0;0;144;0.0;0;.000;1.3;0.4;.230;24;58;.293;1979-1980
Washington;0;0;2;0;0;0;0;139;0.0;0;.000;1.6;0.4;.199;39;43;.476;1979-1980
Kansas City;0;0;2;0;0;0;0;145;0.0;0;.000;1.5;0.6;.223;47;35;.573;1979-1980
San Diego;0;0;9;0;0;0;0;133;0.0;0;.000;1.2;0.5;.213;35;47;.427;1979-1980
Milwaukee;0;0;1;0;0;0;0;143;0.0;0;.000;1.5;0.5;.212;49;33;.598;1979-1980
L.A. Lakers;0;0;1;0;0;0;0;153;0.0;0;.000;1.5;0.5;.220;60;22;.732;1979-1980
Atlanta;0;0;1;0;0;0;0;143;0.0;0;.000;1.3;0.5;.290;50;32;.610;1979-1980
Boston;0;0;2;0;0;0;0;139;0.0;0;.000;1.4;0.5;.258;61;21;.744;1979-1980
Chicago;0;0;0;0;0;0;0;145;0.0;0;.000;1.3;0.4;.291;30;52;.366;1979-1980
Cleveland;0;0;2;0;0;0;0;154;0.0;0;.000;1.5;0.6;.212;37;45;.451;1979-1980
Denver;0;0;3;0;0;0;0;135;0.0;0;.000;1.4;0.5;.250;30;52;.366;1979-1980
Detroit;0;0;0;0;0;0;0;137;0.0;0;.000;1.1;0.4;.209;16;66;.195;1979-1980
Golden State;0;0;0;0;0;0;0;133;0.0;0;.000;1.4;0.5;.193;24;58;.293;1979-1980
Houston;0;0;3;0;0;0;0;143;0.0;0;.000;1.4;0.5;.238;41;41;.500;1979-1980
Indiana;0;0;2;0;0;0;0;139;0.0;0;.000;1.4;0.6;.228;37;45;.451;1979-1980
Philadelphia;0;0;4;0;0;0;0;144;0.0;0;.000;1.3;0.5;.262;59;23;.720;1979-1980
Atlanta;0;0;2;0;0;0;0;130;0.0;0;.000;1.3;0.5;.262;46;36;.561;1978-1979
New Jersey;0;0;7;0;0;0;0;131;0.0;0;.000;1.0;0.5;.253;37;45;.451;1978-1979
New Orleans;0;0;3;0;0;0;0;141;0.0;0;.000;1.2;0.4;.246;26;56;.317;1978-1979
New York;0;0;4;0;0;0;0;143;0.0;0;.000;1.3;0.4;.196;31;51;.378;1978-1979
Philadelphia;0;0;0;0;0;0;0;139;0.0;0;.000;1.3;0.4;.247;47;35;.573;1978-1979
Phoenix;0;0;3;0;0;0;0;143;0.0;0;.000;1.4;0.5;.235;50;32;.610;1978-1979
Portland;0;0;1;0;0;0;0;132;0.0;0;.000;1.2;0.5;.246;45;37;.549;1978-1979
San Antonio;0;0;5;0;0;0;0;163;0.0;0;.000;1.4;0.5;.248;48;34;.585;1978-1979
San Diego;0;0;5;0;0;0;0;138;0.0;0;.000;0.9;0.4;.238;43;39;.524;1978-1979
Seattle;0;0;0;0;0;0;0;135;0.0;0;.000;1.2;0.4;.231;52;30;.634;1978-1979
Milwaukee;0;0;1;0;0;0;0;158;0.0;0;.000;1.6;0.5;.198;38;44;.463;1978-1979
